Flight_ID,Date,Time,Aircraft_Type,Aircraft_Age,Flight_Hours,Crew_Experience,Pilot_Error_Flag,Altitude,Airspeed,Weather_Condition,Visibility,Wind_Speed,Temperature,Icing_Condition,Mechanical_Failure_Flag,Engine_Failure_Type,Maintenance_History,Air_Traffic_Control_Issue,Flight_Phase,Terrain_Type,Crash_Severity,Casualties,Survivors,External_Factor,Flight_Data_Anomaly_Score,Crash_Cause,Crash_Risk_Score
FL2750,10-02-2023,16:35:52,Airbus A320,10.5,38697,11973,FALSE,39876,131,Clear,2.6,1,18,FALSE,FALSE,Bird Strike,1,TRUE,Descent,Runway,Non-Fatal,0,61,Terrorism,0.52,Mechanical Failure,0.68
FL9450,16-06-2024,07:50:59,Embraer E175,23.8,19193,16661,TRUE,41352,384,Fog,14.5,29,30,TRUE,FALSE,Compressor Stall,2,FALSE,Landing,Urban,Fatal,69,45,Bird Strike,0.66,Weather,0.82
FL0790,09-09-2022,13:12:55,Airbus A380,1.9,29258,9676,FALSE,16493,175,Snow,11.5,11,-17,FALSE,TRUE,Bird Strike,5,TRUE,Climb,Ocean,Minor,0,55,Bird Strike,0.16,External,0.1
FL9074,25-10-2023,17:46:18,Cessna 172,23.4,48530,7847,TRUE,4543,509,Storm,7.4,2,13,TRUE,FALSE,Compressor Stall,5,TRUE,Descent,Mountain,Fatal,343,5,Terrorism,0.64,External,0.16
FL1979,21-11-2021,00:14:56,Airbus A350,14,60222,12909,TRUE,33365,413,Fog,8.5,23,0,FALSE,FALSE,Compressor Stall,0,TRUE,Cruise,Mountain,Minor,0,180,Bird Strike,0.12,Weather,0.66
FL6420,20-09-2021,09:19:08,Boeing 737-700,6.4,57866,5668,TRUE,4811,241,Snow,3.6,7,-17,FALSE,TRUE,Fuel System,5,FALSE,Approach,Mountain,Non-Fatal,0,326,Terrorism,0.92,Mechanical Failure,0.04
FL8533,22-03-2022,01:35:21,Boeing 767,0.7,59064,16066,FALSE,23747,397,Snow,14,20,3,TRUE,TRUE,Bird Strike,2,FALSE,Landing,Urban,Non-Fatal,0,328,Terrorism,0.14,Weather,0.31
FL1199,28-03-2023,15:59:17,Boeing 747-400,13.4,69822,11274,TRUE,19915,271,Fog,5.2,9,-12,TRUE,TRUE,Fuel System,4,TRUE,Approach,Urban,Non-Fatal,0,15,None,0.32,Mechanical Failure,0.15
FL0657,20-09-2024,03:28:50,Embraer E175,6.8,58540,2730,FALSE,16517,435,Clear,13.3,14,14,FALSE,FALSE,None,5,FALSE,Cruise,Runway,Non-Fatal,0,34,None,0.83,Weather,0.62
FL2067,14-06-2023,08:03:27,Boeing 787,17.3,20085,19956,FALSE,8924,431,Storm,14.6,20,24,TRUE,FALSE,Fuel System,3,TRUE,Cruise,Runway,Minor,0,338,None,0.35,External,0.4
FL3208,27-11-2018,20:22:20,Boeing 747-400,8.2,27016,5481,FALSE,31137,353,Snow,4.3,7,11,FALSE,TRUE,None,0,TRUE,Approach,Rural,Fatal,68,6,None,0.33,Mechanical Failure,0.69
FL1580,01-10-2018,18:04:55,Airbus A321,11.7,38887,4898,TRUE,34536,366,Clear,1.6,8,8,FALSE,TRUE,Compressor Stall,3,TRUE,Approach,Mountain,Minor,0,83,Bird Strike,0.97,Weather,0.69
FL9009,17-04-2022,21:36:31,Boeing 737-700,22.2,61372,5220,TRUE,8748,226,Snow,10,6,43,TRUE,TRUE,Compressor Stall,2,TRUE,Cruise,Ocean,Fatal,189,145,Terrorism,0.09,Weather,0.23
FL3105,02-01-2020,01:21:13,Airbus A321,11.9,32536,8452,FALSE,29818,437,Snow,3.3,19,44,FALSE,TRUE,Bird Strike,3,FALSE,Takeoff,Runway,Fatal,62,145,Terrorism,0.38,ATC,0.7
FL1947,07-10-2023,08:26:45,Airbus A350,16.5,60259,15331,FALSE,29112,515,Fog,2.8,20,-16,FALSE,TRUE,Compressor Stall,4,FALSE,Takeoff,Runway,Non-Fatal,0,347,None,0.07,Weather,0.06
FL2539,19-12-2020,10:04:40,Airbus A330,18.8,27816,8080,FALSE,1889,209,Fog,11.3,11,-18,TRUE,FALSE,Compressor Stall,5,FALSE,Cruise,Urban,Non-Fatal,0,7,None,0.3,Mechanical Failure,0.96
FL2682,15-01-2021,13:52:16,Boeing 787,4.2,51835,16613,TRUE,3036,196,Clear,6.5,22,-3,FALSE,FALSE,None,0,TRUE,Cruise,Runway,Minor,0,179,None,0.86,Mechanical Failure,0.05
FL3634,26-01-2021,20:45:52,Cessna 172,0.6,8887,4585,TRUE,37040,518,Snow,6.7,28,40,FALSE,FALSE,Compressor Stall,5,FALSE,Descent,Ocean,Minor,0,232,None,0.55,ATC,0.52
FL4288,26-12-2024,04:53:17,Boeing 737-800,19.9,47552,5853,TRUE,3493,184,Snow,5.7,3,4,TRUE,FALSE,Bird Strike,2,FALSE,Approach,Runway,Non-Fatal,0,98,Terrorism,0.65,External,0.14
FL3627,25-04-2023,19:15:28,Airbus A320,4.5,67409,6002,TRUE,6203,537,Fog,10.3,17,37,TRUE,TRUE,Bird Strike,5,TRUE,Descent,Ocean,Non-Fatal,0,176,None,0.18,Human Error,0.5
FL6038,14-04-2024,15:50:27,Airbus A320,19.7,23269,10403,TRUE,22289,398,Clear,10.8,16,-2,TRUE,FALSE,None,1,TRUE,Landing,Rural,Non-Fatal,0,276,None,0.74,External,0.5
FL9941,07-10-2019,05:04:27,Boeing 767,19.1,24303,5470,FALSE,36053,139,Storm,3.2,7,-14,FALSE,FALSE,Fuel System,2,TRUE,Takeoff,Mountain,Fatal,123,216,Terrorism,0.68,Weather,0.05
FL6562,16-11-2023,23:44:30,Boeing 737-900,2.4,14639,7179,FALSE,38241,199,Snow,13,3,5,TRUE,FALSE,Fuel System,1,FALSE,Approach,Rural,Minor,0,146,None,0.84,Human Error,0.46
FL8466,08-12-2021,04:06:15,Boeing 737-600,24,11297,11290,TRUE,27415,532,Storm,13.5,31,-19,FALSE,FALSE,Compressor Stall,5,TRUE,Takeoff,Rural,Fatal,310,22,Terrorism,0.95,Weather,0.01
FL8730,27-10-2023,03:44:06,Cessna 172,12.9,69353,10021,FALSE,3522,529,Fog,1.9,14,5,TRUE,TRUE,None,1,TRUE,Cruise,Runway,Fatal,204,49,Terrorism,0.37,Mechanical Failure,0.05
FL4744,11-03-2019,11:24:00,Embraer E175,15.3,65386,13318,TRUE,25525,370,Storm,10,31,40,TRUE,FALSE,Bird Strike,3,TRUE,Approach,Rural,Fatal,257,66,None,0.96,Human Error,0.66
FL5624,20-12-2019,08:20:42,Airbus A321,15.1,55898,6125,FALSE,4600,495,Rain,14.3,0,29,FALSE,TRUE,Fuel System,2,TRUE,Takeoff,Urban,Minor,0,346,Terrorism,0.01,Human Error,0.4
FL2825,21-12-2020,12:20:31,Boeing 747-800,13,59750,3928,FALSE,33690,337,Fog,7.4,34,-10,FALSE,FALSE,Fuel System,1,FALSE,Climb,Ocean,Fatal,237,103,Bird Strike,0.72,Human Error,0.42
FL7209,08-08-2019,06:03:41,Boeing 737-700,9.4,13918,11776,FALSE,14876,180,Rain,10.3,0,-15,FALSE,TRUE,None,1,TRUE,Climb,Mountain,Fatal,127,130,Terrorism,0.03,External,0.43
FL6256,12-06-2025,07:05:34,Boeing 737-800,18.3,25663,10445,TRUE,37784,340,Storm,12.5,19,43,TRUE,TRUE,Fuel System,3,TRUE,Takeoff,Ocean,Minor,0,70,None,0.15,Mechanical Failure,0.54
FL8646,24-08-2024,16:05:14,Boeing 737-800,20.8,46397,18456,FALSE,15417,141,Rain,6.6,2,8,TRUE,TRUE,Bird Strike,1,TRUE,Approach,Ocean,Fatal,252,68,Terrorism,0.36,External,0.19
FL8887,20-10-2021,08:17:34,Boeing 787,17.7,34861,17322,TRUE,10818,317,Snow,11.4,30,-11,FALSE,TRUE,None,5,TRUE,Landing,Runway,Minor,0,42,Bird Strike,0.74,External,0.92
FL6097,15-06-2025,10:05:35,Boeing 737-700,23,19869,9854,TRUE,41687,453,Clear,13.2,6,-7,TRUE,TRUE,None,3,FALSE,Takeoff,Rural,Non-Fatal,0,324,Terrorism,0.8,Human Error,0.11
FL2987,16-04-2025,02:27:16,Boeing 737-800,12.6,47065,9772,FALSE,41062,141,Rain,13.7,3,39,TRUE,FALSE,None,0,TRUE,Takeoff,Rural,Non-Fatal,0,72,Bird Strike,0.57,Weather,0.41
FL3125,31-03-2020,22:01:54,Airbus A320,20,35871,9819,FALSE,38459,356,Clear,1.3,22,-9,FALSE,TRUE,Bird Strike,3,FALSE,Cruise,Runway,Fatal,255,55,None,0.78,Weather,0.92
FL1685,11-02-2025,18:23:43,Embraer E190,20,22341,9097,TRUE,16287,389,Storm,13.8,17,-3,FALSE,FALSE,Bird Strike,3,TRUE,Descent,Rural,Non-Fatal,0,311,Bird Strike,0.4,Mechanical Failure,0.47
FL1751,05-03-2025,20:24:29,Airbus A320,9.6,58017,19511,TRUE,36139,162,Clear,12.9,25,-4,FALSE,TRUE,None,5,FALSE,Descent,Ocean,Minor,0,230,None,0.39,Mechanical Failure,0.61
FL1229,20-02-2021,12:11:37,Airbus A380,8.5,35423,17295,FALSE,37545,476,Fog,11.9,32,34,TRUE,TRUE,Fuel System,0,TRUE,Climb,Runway,Non-Fatal,0,143,Bird Strike,0.37,External,0.57
FL5550,30-05-2025,07:15:12,Boeing 737-600,5.7,48750,15049,TRUE,35667,507,Rain,4.4,15,-6,FALSE,FALSE,Compressor Stall,2,TRUE,Cruise,Rural,Minor,0,333,Terrorism,0.25,Weather,0.94
FL3811,26-12-2024,00:24:41,Boeing 767,6.3,32045,7813,TRUE,31577,232,Rain,3.7,5,43,TRUE,TRUE,Bird Strike,1,FALSE,Landing,Mountain,Minor,0,228,Terrorism,0.76,Human Error,0.48
FL5198,28-12-2022,06:40:31,Airbus A320,20.4,65734,8991,TRUE,24331,367,Storm,1,33,18,TRUE,FALSE,Compressor Stall,4,TRUE,Cruise,Mountain,Non-Fatal,0,168,Bird Strike,0.29,Mechanical Failure,0.64
FL1468,13-03-2025,04:44:54,Embraer E175,3.6,68581,3777,TRUE,149,435,Snow,3.8,11,2,TRUE,TRUE,Compressor Stall,4,TRUE,Approach,Rural,Non-Fatal,0,318,None,0.25,Human Error,0.14
FL3111,15-01-2023,21:38:07,Cessna 172,10.6,35980,14346,FALSE,32891,501,Fog,1.4,12,24,FALSE,TRUE,Fuel System,5,TRUE,Cruise,Rural,Fatal,229,12,None,0.42,External,0.02
FL7859,01-11-2023,02:46:11,Airbus A330,20.5,68373,19291,FALSE,33200,328,Storm,9.3,9,11,FALSE,TRUE,None,3,FALSE,Approach,Mountain,Fatal,227,40,Bird Strike,0,Mechanical Failure,0.78
FL7421,10-04-2021,01:37:07,Cessna 172,8,62578,19920,FALSE,8147,276,Rain,7.3,18,23,TRUE,FALSE,Fuel System,2,TRUE,Landing,Rural,Non-Fatal,0,218,Bird Strike,0.04,Weather,0.2
FL1958,09-02-2023,02:00:30,Bombardier CRJ,9.6,33319,2131,TRUE,12760,259,Storm,12.2,25,-18,FALSE,TRUE,Fuel System,0,FALSE,Takeoff,Rural,Fatal,306,7,Bird Strike,0.19,ATC,0.63
FL5051,16-07-2022,02:24:31,Boeing 737-800,0.9,64158,14828,TRUE,41463,196,Snow,6.2,10,-10,TRUE,FALSE,Compressor Stall,5,FALSE,Climb,Mountain,Minor,0,144,Terrorism,0.59,External,0.82
FL4042,07-02-2025,22:38:49,Boeing 767,16.4,23270,8312,FALSE,22065,296,Fog,1.9,1,13,FALSE,TRUE,None,3,TRUE,Landing,Mountain,Minor,0,2,None,0.88,Mechanical Failure,0.48
FL5896,21-12-2019,12:03:22,Boeing 747-800,8.6,33991,2540,TRUE,32732,267,Storm,1.4,32,11,TRUE,TRUE,Bird Strike,3,FALSE,Landing,Urban,Minor,0,254,Bird Strike,0.06,Weather,0.64
FL9028,14-06-2019,14:35:23,Boeing 787,15.2,38939,5764,FALSE,22376,288,Storm,4,15,4,TRUE,TRUE,Compressor Stall,3,TRUE,Takeoff,Rural,Non-Fatal,0,64,None,0.42,ATC,0.64
FL4173,28-05-2019,19:36:53,Airbus A350,20.9,56831,17284,FALSE,26891,460,Clear,12.6,20,26,TRUE,FALSE,Compressor Stall,3,FALSE,Cruise,Rural,Non-Fatal,0,71,None,0.09,ATC,0.81
FL3400,23-11-2019,14:23:43,Boeing 737-600,10.9,32705,17908,FALSE,28893,137,Rain,2,32,3,TRUE,TRUE,Compressor Stall,0,FALSE,Climb,Rural,Minor,0,72,Terrorism,0.96,Human Error,0.28
FL4449,27-05-2024,12:31:31,Boeing 777,23.4,67121,15636,FALSE,29773,505,Clear,7,24,13,FALSE,TRUE,Bird Strike,1,TRUE,Takeoff,Urban,Fatal,226,54,Terrorism,0.97,Mechanical Failure,0.6
FL7153,10-03-2023,14:07:32,Airbus A330,15.7,52143,7697,FALSE,41763,236,Storm,11.8,8,17,TRUE,FALSE,Compressor Stall,0,TRUE,Approach,Mountain,Fatal,219,81,None,0.98,Weather,0.08
FL4251,31-03-2025,06:49:57,Airbus A320,24,45402,15776,FALSE,22587,486,Fog,3.3,26,-9,TRUE,TRUE,None,3,FALSE,Descent,Urban,Minor,0,232,None,0.24,ATC,0.46
FL7138,11-06-2024,07:51:17,Boeing 737-800,10.7,23410,11614,TRUE,21447,318,Storm,13.8,24,-13,TRUE,TRUE,None,0,FALSE,Climb,Runway,Minor,0,20,Bird Strike,0.07,External,0.22
FL6755,23-05-2019,15:13:29,Boeing 787,2,35701,7658,FALSE,40945,524,Rain,5.1,9,-1,FALSE,TRUE,Compressor Stall,1,TRUE,Cruise,Urban,Non-Fatal,0,181,None,0.51,Human Error,0.87
FL3935,11-01-2025,15:31:46,Boeing 747-400,2.3,62932,7935,TRUE,10306,505,Snow,3.7,4,29,FALSE,TRUE,Fuel System,4,FALSE,Climb,Urban,Non-Fatal,0,241,Bird Strike,0.48,Human Error,0.86
FL2520,01-11-2019,19:10:08,Boeing 737-700,17.4,57859,6664,FALSE,1879,327,Clear,0.8,8,-6,FALSE,FALSE,None,2,TRUE,Approach,Urban,Fatal,249,56,Bird Strike,0.84,External,0.99
FL3948,27-11-2018,17:12:38,Embraer E190,1.2,61838,2548,TRUE,34312,414,Snow,14.9,8,-19,FALSE,FALSE,Fuel System,4,TRUE,Takeoff,Urban,Fatal,0,297,Bird Strike,0.26,External,0.55
FL1892,24-10-2020,11:32:22,Airbus A380,5.8,21753,13719,TRUE,19304,470,Clear,8.2,6,40,FALSE,TRUE,None,3,FALSE,Descent,Rural,Fatal,152,26,None,0.04,Weather,0.72
FL0031,24-12-2020,16:03:28,Airbus A380,20.8,31412,19251,TRUE,27535,296,Snow,3.4,28,2,FALSE,TRUE,None,4,FALSE,Approach,Urban,Minor,0,296,None,0.21,Weather,0.03
FL0454,03-02-2024,07:15:08,Boeing 747-800,21,69955,1637,FALSE,28561,127,Rain,10.4,22,15,TRUE,FALSE,Bird Strike,3,FALSE,Climb,Rural,Minor,0,301,Terrorism,0.12,Weather,0.16
FL4576,23-11-2018,14:59:22,Cessna 172,11.8,20127,1692,FALSE,12871,226,Fog,7.5,21,22,FALSE,TRUE,Bird Strike,1,TRUE,Cruise,Mountain,Minor,0,100,Terrorism,0.14,Weather,0.17
FL4205,22-05-2024,22:52:14,Airbus A321,18.3,23615,13943,TRUE,25749,429,Fog,1.7,33,-3,TRUE,TRUE,Compressor Stall,4,FALSE,Takeoff,Mountain,Fatal,264,14,Bird Strike,0.08,Mechanical Failure,0.27
FL8705,23-04-2024,15:19:20,Boeing 787,12.9,65237,7680,TRUE,25058,204,Fog,2.2,19,4,TRUE,TRUE,Fuel System,0,FALSE,Cruise,Mountain,Fatal,271,36,None,0,Weather,0.42
FL7712,03-04-2021,12:25:12,Embraer E190,11.8,14523,10544,TRUE,35273,477,Fog,3.8,10,15,FALSE,FALSE,None,0,FALSE,Approach,Runway,Non-Fatal,0,90,None,0.8,External,0.36
FL1569,04-03-2019,07:33:22,Boeing 767,16.8,21355,17527,TRUE,17458,328,Storm,8.4,26,-17,TRUE,FALSE,None,4,TRUE,Takeoff,Urban,Fatal,152,124,Terrorism,0.54,Human Error,0.19
FL9444,01-09-2022,07:55:50,Boeing 737-700,10.7,8700,1507,FALSE,19588,369,Snow,7.5,14,25,TRUE,FALSE,None,3,TRUE,Takeoff,Urban,Fatal,179,107,Bird Strike,0.56,Mechanical Failure,0.36
FL6229,14-05-2025,17:16:26,Boeing 737-900,21.4,62747,19854,FALSE,41835,154,Fog,11.5,32,-6,FALSE,FALSE,Bird Strike,2,TRUE,Cruise,Urban,Minor,0,17,None,0.42,ATC,0.49
FL6388,16-06-2025,12:40:12,Boeing 787,24.6,62941,17628,FALSE,17153,516,Snow,7.2,25,16,FALSE,TRUE,Bird Strike,5,TRUE,Descent,Ocean,Minor,0,76,Bird Strike,0.27,ATC,0.07
FL0457,02-08-2019,03:08:39,Boeing 747-800,20.3,56181,12923,TRUE,38063,478,Snow,5.8,15,-15,FALSE,TRUE,Compressor Stall,3,FALSE,Takeoff,Ocean,Minor,0,68,None,0.12,Weather,0.52
FL0749,29-12-2020,03:22:24,Embraer E175,17.8,35105,9313,FALSE,23910,270,Fog,2,13,7,FALSE,TRUE,None,4,TRUE,Cruise,Rural,Fatal,198,139,Bird Strike,0.45,ATC,0.7
FL0773,09-10-2022,10:25:32,Boeing 777,4.7,31977,10586,TRUE,21647,140,Storm,8,33,27,FALSE,TRUE,Compressor Stall,2,TRUE,Descent,Runway,Non-Fatal,0,178,Bird Strike,0.96,Human Error,0.43
FL6487,03-01-2021,02:39:53,Boeing 787,21.7,52810,19730,TRUE,38199,326,Storm,6.8,4,2,FALSE,TRUE,Compressor Stall,1,TRUE,Approach,Ocean,Non-Fatal,0,286,Bird Strike,0.71,ATC,0.46
FL7726,20-03-2025,07:39:32,Airbus A319,23.7,35033,1508,FALSE,10253,446,Snow,9.7,17,-13,FALSE,FALSE,Bird Strike,0,TRUE,Climb,Runway,Minor,0,92,None,0.44,External,0.93
FL1347,05-03-2022,00:54:51,Boeing 767,20.1,54941,15258,TRUE,11379,521,Snow,13.6,18,12,TRUE,FALSE,Bird Strike,4,FALSE,Descent,Ocean,Fatal,137,121,Terrorism,0.94,Human Error,0.59
FL1968,17-09-2021,09:52:14,Boeing 737-900,2.9,28895,17525,TRUE,9129,340,Storm,2.3,11,-4,TRUE,TRUE,None,1,FALSE,Cruise,Runway,Non-Fatal,0,119,Terrorism,0.82,External,0.38
FL1818,01-06-2022,23:55:22,Cessna 172,13.6,56759,15071,FALSE,37022,401,Rain,11.9,19,17,FALSE,TRUE,Bird Strike,5,TRUE,Descent,Runway,Non-Fatal,0,241,Bird Strike,0.72,External,0.51
FL9829,13-07-2021,21:43:20,Airbus A380,9.8,53144,17961,TRUE,10323,304,Rain,13.4,32,6,TRUE,TRUE,Compressor Stall,3,FALSE,Landing,Rural,Fatal,242,41,Bird Strike,0.72,ATC,0.91
FL5537,19-03-2021,05:33:52,Airbus A380,15.6,39662,19322,TRUE,29256,269,Fog,14.9,10,-2,TRUE,FALSE,Bird Strike,2,TRUE,Approach,Rural,Non-Fatal,0,283,None,0.35,External,0.05
FL4854,21-02-2020,09:08:19,Airbus A350,5.9,34013,3692,FALSE,19206,361,Rain,3.7,2,-13,TRUE,TRUE,Fuel System,5,TRUE,Landing,Rural,Fatal,60,289,Terrorism,0.07,ATC,0.43
FL0485,28-05-2019,11:49:29,Boeing 737-600,2,44398,1865,TRUE,24506,339,Clear,13.4,8,34,TRUE,TRUE,Compressor Stall,0,TRUE,Climb,Ocean,Fatal,94,224,Bird Strike,0.53,ATC,0.05
FL0880,18-07-2024,08:52:04,Boeing 737-900,11.8,32804,17723,FALSE,26617,230,Storm,11.1,13,41,TRUE,TRUE,Bird Strike,0,FALSE,Landing,Urban,Minor,0,183,None,0.29,Human Error,0.89
FL9101,08-02-2019,21:36:55,Airbus A319,4.5,62872,10605,TRUE,27233,432,Storm,4.3,7,39,TRUE,TRUE,Bird Strike,0,FALSE,Cruise,Urban,Minor,0,287,Terrorism,0.09,Mechanical Failure,0.27
FL7270,21-11-2022,03:47:27,Boeing 737-700,15,30837,18481,TRUE,24741,409,Rain,4.3,17,15,TRUE,FALSE,Compressor Stall,4,TRUE,Climb,Ocean,Minor,0,331,Bird Strike,0.49,Weather,0.98
FL8427,19-09-2021,17:48:11,Boeing 747-400,21.5,60252,18436,TRUE,29567,141,Clear,3.5,2,-1,FALSE,TRUE,Compressor Stall,3,FALSE,Takeoff,Ocean,Minor,0,301,Bird Strike,0.56,External,0.66
FL5646,17-05-2024,08:29:58,Boeing 747-400,8.6,33372,18754,FALSE,4262,241,Snow,2.6,22,35,TRUE,FALSE,None,0,FALSE,Takeoff,Rural,Fatal,188,28,None,0.33,External,0.63
FL9015,09-03-2024,05:41:40,Boeing 747-400,23.3,42603,8680,FALSE,23045,167,Fog,15,34,-6,TRUE,FALSE,Compressor Stall,5,FALSE,Approach,Mountain,Fatal,286,46,None,0.18,Mechanical Failure,0.51
FL9338,28-09-2019,16:38:43,Cessna 172,4.9,47499,16576,TRUE,18059,258,Rain,0.7,22,-10,TRUE,FALSE,None,4,FALSE,Takeoff,Urban,Non-Fatal,0,19,Terrorism,0.95,External,0.98
FL3917,23-10-2023,23:31:09,Cessna 172,10.5,40248,5660,FALSE,31052,118,Clear,12.9,3,16,FALSE,TRUE,Bird Strike,0,TRUE,Cruise,Urban,Fatal,64,157,None,0.22,ATC,0.9
FL9884,11-01-2019,16:01:33,Airbus A380,5,62029,9083,TRUE,9123,544,Storm,7.5,9,-6,TRUE,FALSE,None,1,TRUE,Landing,Urban,Fatal,37,296,Terrorism,0.16,External,0.81
FL1689,31-07-2018,17:08:36,Boeing 737-900,18.8,17899,8259,TRUE,24423,377,Clear,3,19,-17,TRUE,TRUE,None,3,FALSE,Cruise,Urban,Fatal,117,108,Terrorism,0.39,Weather,0.09
FL8286,24-05-2020,19:12:31,Airbus A350,8.9,52548,3032,TRUE,5831,201,Storm,10.7,21,42,TRUE,TRUE,None,3,TRUE,Landing,Runway,Non-Fatal,0,234,Bird Strike,0.24,Human Error,0.86
FL3186,07-03-2021,02:22:38,Boeing 737-900,14.8,69348,15075,TRUE,14280,380,Clear,12.4,23,21,FALSE,TRUE,None,1,TRUE,Climb,Rural,Fatal,306,41,Bird Strike,0.65,Mechanical Failure,0.45
FL0813,08-02-2019,08:25:41,Boeing 747-800,16.7,38052,2685,TRUE,10921,192,Fog,5.3,21,38,FALSE,FALSE,Fuel System,3,FALSE,Landing,Rural,Fatal,107,200,None,0.9,Mechanical Failure,0.11
FL9564,24-03-2022,16:42:56,Boeing 747-800,10.6,26662,19440,TRUE,30395,526,Snow,8.4,28,14,TRUE,TRUE,Fuel System,3,TRUE,Descent,Ocean,Minor,0,120,Bird Strike,0.95,External,0.8
FL1723,09-05-2019,22:18:58,Bombardier CRJ,4.3,13844,1171,FALSE,38581,541,Snow,14.1,11,13,TRUE,FALSE,None,1,TRUE,Takeoff,Mountain,Fatal,125,121,Terrorism,0.94,Mechanical Failure,0.83
FL5399,30-08-2020,15:20:03,Embraer E175,15.6,36412,8820,TRUE,19326,207,Clear,10.2,18,31,TRUE,FALSE,None,1,FALSE,Cruise,Runway,Non-Fatal,0,105,Terrorism,0.31,External,0.5
FL3552,26-06-2022,22:55:09,Cessna 172,5.2,27553,4214,FALSE,196,241,Snow,12.8,5,-6,FALSE,FALSE,None,5,TRUE,Descent,Runway,Fatal,153,174,None,0.3,ATC,0.32
FL6361,06-05-2019,07:47:22,Boeing 747-400,18.6,36020,12906,TRUE,9684,277,Fog,11.7,10,-16,FALSE,FALSE,Bird Strike,4,TRUE,Descent,Mountain,Non-Fatal,0,146,Terrorism,0.66,Human Error,0.93
FL2865,19-03-2021,04:38:04,Boeing 767,9.5,19814,17726,FALSE,20790,512,Rain,9.5,25,1,TRUE,TRUE,Fuel System,0,FALSE,Cruise,Mountain,Minor,0,105,Terrorism,0.36,External,0.24
FL8326,13-07-2018,12:01:24,Boeing 747-800,12.8,20299,3629,FALSE,13858,232,Rain,12.2,13,8,TRUE,TRUE,None,1,FALSE,Landing,Mountain,Minor,0,72,Terrorism,0.74,Mechanical Failure,0.78
FL4226,04-01-2023,00:27:35,Embraer E175,13.8,60590,15923,FALSE,29675,290,Rain,11.8,23,2,FALSE,TRUE,Compressor Stall,3,FALSE,Approach,Ocean,Fatal,318,11,Bird Strike,0.72,External,0.25
FL6124,23-02-2019,06:18:39,Boeing 737-600,2.3,54699,14720,FALSE,24538,332,Storm,12.1,29,-19,TRUE,TRUE,Compressor Stall,3,FALSE,Cruise,Rural,Fatal,152,133,Bird Strike,0.06,Mechanical Failure,0.52
FL6318,28-09-2019,15:09:45,Boeing 787,23.6,8538,8225,FALSE,8057,353,Rain,11.3,27,13,FALSE,FALSE,Fuel System,2,FALSE,Approach,Mountain,Minor,0,72,None,0.6,Mechanical Failure,0.17
FL9351,20-02-2019,08:41:43,Boeing 777,20.6,53356,8398,TRUE,3865,169,Rain,15,18,12,FALSE,TRUE,None,1,FALSE,Cruise,Mountain,Minor,0,106,Terrorism,0.66,Human Error,0.37
FL5846,16-12-2024,10:48:41,Airbus A330,12.5,38447,2879,TRUE,24732,277,Storm,10.9,20,8,TRUE,FALSE,Fuel System,1,TRUE,Descent,Ocean,Minor,0,121,Bird Strike,0.74,Human Error,0.98
FL2493,11-08-2022,17:50:50,Airbus A320,9.4,28820,2285,FALSE,23289,295,Snow,14.6,17,23,FALSE,TRUE,Bird Strike,1,FALSE,Climb,Runway,Minor,0,257,Terrorism,0.48,External,0.61
FL8199,19-02-2023,10:26:28,Boeing 737-900,7,52871,10553,TRUE,27937,505,Fog,11.8,5,43,TRUE,FALSE,Bird Strike,3,FALSE,Cruise,Runway,Minor,0,206,Terrorism,0.32,Mechanical Failure,0.35
FL4506,22-03-2022,16:45:27,Boeing 737-700,6.5,35473,16319,TRUE,26597,330,Fog,7,11,-7,TRUE,FALSE,Bird Strike,4,TRUE,Takeoff,Urban,Non-Fatal,0,33,Terrorism,0.03,External,0.13
FL8601,08-09-2018,10:55:23,Boeing 777,19,20801,13532,TRUE,22213,376,Clear,6.4,32,16,FALSE,FALSE,Compressor Stall,2,FALSE,Cruise,Rural,Fatal,274,73,Bird Strike,0.9,External,0.67
FL6045,05-01-2020,07:05:16,Embraer E175,9.3,45331,19288,TRUE,26110,118,Storm,14.6,32,22,FALSE,FALSE,Compressor Stall,4,FALSE,Climb,Runway,Non-Fatal,0,162,Terrorism,0.9,Mechanical Failure,0.36
FL4470,27-01-2024,07:54:06,Boeing 747-400,24.4,7240,19485,FALSE,38954,427,Clear,3.5,11,-8,TRUE,TRUE,Bird Strike,4,TRUE,Landing,Rural,Fatal,275,57,Terrorism,0.36,Mechanical Failure,0.08
FL4336,16-05-2025,16:27:31,Boeing 747-800,13.9,43959,15496,TRUE,15928,286,Clear,8.7,22,1,FALSE,FALSE,Bird Strike,0,TRUE,Climb,Rural,Fatal,77,12,Bird Strike,0.81,Human Error,0.18
FL1685,03-01-2020,04:38:37,Airbus A330,1.7,14780,1799,TRUE,4317,264,Snow,9.2,0,-19,TRUE,TRUE,Fuel System,2,FALSE,Approach,Urban,Non-Fatal,0,61,Terrorism,0.92,Human Error,0.15
FL5255,31-05-2020,05:30:46,Boeing 747-800,6,36739,12952,TRUE,27895,362,Snow,11.1,3,33,TRUE,FALSE,Fuel System,2,TRUE,Approach,Urban,Minor,0,256,None,0.4,Mechanical Failure,0.72
FL4605,01-06-2021,09:09:27,Boeing 747-800,14.6,7806,3628,FALSE,27952,366,Rain,10.4,8,7,TRUE,FALSE,None,0,FALSE,Approach,Mountain,Minor,0,162,Bird Strike,0.2,Human Error,0.09
